longitude,latitude
-1.010118199999999966e+00,5.207420650000000251e+01
-1.010091000000000072e+00,5.207416169999999767e+01
-1.010055099999999983e+00,5.207410780000000017e+01
-1.010011100000000051e+00,5.207404540000000281e+01
-1.009965400000000013e+00,5.207398380000000060e+01
-1.009930500000000064e+00,5.207393900000000286e+01
-1.009894300000000023e+00,5.207390110000000050e+01
-1.009845000000000104e+00,5.207384849999999687e+01
-1.009793099999999999e+00,5.207380049999999727e+01
-1.009651300000000029e+00,5.207366549999999705e+01
-1.009611700000000001e+00,5.207362129999999922e+01
-1.009583799999999920e+00,5.207357710000000139e+01
-1.009557400000000049e+00,5.207352879999999828e+01
-1.009546899999999914e+00,5.207350249999999647e+01
-1.009539100000000023e+00,5.207347399999999737e+01
-1.009533599999999920e+00,5.207344919999999888e+01
-1.009529499999999969e+00,5.207341759999999908e+01
-1.009528800000000004e+00,5.207339360000000283e+01
-1.009527599999999969e+00,5.207336779999999976e+01
-1.009530500000000108e+00,5.207333390000000151e+01
-1.009534699999999896e+00,5.207330830000000077e+01
-1.009540199999999999e+00,5.207328460000000092e+01
-1.009548399999999901e+00,5.207325929999999659e+01
-1.009564200000000023e+00,5.207322340000000338e+01
-1.009585200000000071e+00,5.207318109999999933e+01
-1.009600099999999889e+00,5.207315129999999925e+01
-1.009629099999999946e+00,5.207310069999999769e+01
-1.009730500000000086e+00,5.207294019999999790e+01
-1.009822900000000079e+00,5.207278409999999980e+01
-1.009886700000000026e+00,5.207267650000000003e+01
-1.009931300000000087e+00,5.207260180000000105e+01
-1.009965299999999955e+00,5.207254669999999663e+01
-1.010013300000000003e+00,5.207246239999999915e+01
-1.010024899999999892e+00,5.207243480000000346e+01
-1.010040199999999944e+00,5.207239409999999680e+01
-1.010059800000000063e+00,5.207233759999999734e+01
-1.010073199999999893e+00,5.207228489999999965e+01
-1.010085799999999923e+00,5.207222480000000076e+01
-1.010093399999999919e+00,5.207217070000000092e+01
-1.010097199999999917e+00,5.207211300000000165e+01
-1.010094800000000070e+00,5.207206450000000331e+01
-1.010085200000000016e+00,5.207200360000000217e+01
-1.010073199999999893e+00,5.207195800000000219e+01
-1.010049699999999939e+00,5.207189999999999941e+01
-1.010022500000000045e+00,5.207184879999999794e+01
-1.009999499999999939e+00,5.207180809999999838e+01
-1.009963500000000014e+00,5.207175939999999770e+01
-1.009917500000000024e+00,5.207171160000000043e+01
-1.009883199999999981e+00,5.207168049999999937e+01
-1.009829899999999947e+00,5.207163709999999668e+01
-1.009578499999999934e+00,5.207143949999999677e+01
-1.009503800000000062e+00,5.207138530000000287e+01
-1.009470799999999890e+00,5.207135889999999989e+01
-1.009432499999999955e+00,5.207132579999999678e+01
-1.009403300000000003e+00,5.207129669999999777e+01
-1.009372099999999994e+00,5.207125239999999877e+01
-1.009341599999999950e+00,5.207120030000000099e+01
-1.009327899999999945e+00,5.207117159999999956e+01
-1.009309599999999918e+00,5.207113019999999892e+01
-1.009294399999999925e+00,5.207106730000000283e+01
-1.009289600000000009e+00,5.207102830000000182e+01
-1.009288600000000091e+00,5.207099250000000268e+01
-1.009290299999999974e+00,5.207095139999999844e+01
-1.009295700000000018e+00,5.207091220000000220e+01
-1.009306199999999931e+00,5.207086069999999722e+01
-1.009322199999999947e+00,5.207081840000000028e+01
-1.009346499999999924e+00,5.207077249999999680e+01
-1.009375899999999993e+00,5.207073050000000336e+01
-1.009410499999999988e+00,5.207068950000000029e+01
-1.009467399999999904e+00,5.207062609999999836e+01
-1.009507900000000014e+00,5.207059199999999777e+01
-1.009563999999999906e+00,5.207055259999999919e+01
-1.009623600000000065e+00,5.207051429999999925e+01
-1.009740400000000093e+00,5.207045500000000260e+01
-1.009747600000000078e+00,5.207045190000000190e+01
-1.009804399999999935e+00,5.207042700000000224e+01
-1.009861899999999979e+00,5.207040150000000267e+01
-1.009940599999999966e+00,5.207037079999999918e+01
-1.010015600000000013e+00,5.207034199999999657e+01
-1.010114399999999968e+00,5.207030319999999790e+01
-1.010212600000000016e+00,5.207026559999999904e+01
-1.010296899999999942e+00,5.207023350000000050e+01
-1.010390499999999969e+00,5.207019830000000127e+01
-1.010461899999999913e+00,5.207017239999999703e+01
-1.010511299999999890e+00,5.207015630000000073e+01
-1.010586299999999937e+00,5.207013119999999873e+01
-1.010689299999999902e+00,5.207009570000000309e+01
-1.010788299999999973e+00,5.207005519999999876e+01
-1.010831299999999988e+00,5.207003439999999728e+01
-1.010892099999999960e+00,5.207000870000000248e+01
-1.010960899999999940e+00,5.206997479999999712e+01
-1.011010299999999917e+00,5.206994790000000251e+01
-1.011058000000000012e+00,5.206991880000000350e+01
-1.011107800000000001e+00,5.206988599999999678e+01
-1.011143099999999961e+00,5.206985960000000091e+01
-1.011183100000000001e+00,5.206982719999999887e+01
-1.011221300000000101e+00,5.206979429999999809e+01
-1.011269100000000032e+00,5.206974910000000278e+01
-1.011321200000000031e+00,5.206969600000000042e+01
-1.011382999999999921e+00,5.206962419999999980e+01
-1.012418899999999899e+00,5.206846070000000282e+01
-1.013238899999999942e+00,5.206749609999999961e+01
-1.014376100000000003e+00,5.206617299999999915e+01
-1.014777500000000110e+00,5.206571840000000151e+01
-1.014961800000000025e+00,5.206550570000000278e+01
-1.015153999999999890e+00,5.206529199999999946e+01
-1.015216099999999955e+00,5.206522819999999996e+01
-1.015337200000000051e+00,5.206510120000000086e+01
-1.015423699999999929e+00,5.206501140000000305e+01
-1.015483099999999972e+00,5.206495259999999803e+01
-1.015538100000000110e+00,5.206489919999999927e+01
-1.015651400000000093e+00,5.206478680000000026e+01
-1.015755600000000092e+00,5.206468619999999703e+01
-1.015930100000000058e+00,5.206452440000000337e+01
-1.016068200000000088e+00,5.206439929999999805e+01
-1.016137899999999927e+00,5.206433590000000322e+01
-1.016197299999999970e+00,5.206428180000000339e+01
-1.016336799999999929e+00,5.206416120000000092e+01
-1.016422799999999960e+00,5.206408919999999796e+01
-1.016521699999999973e+00,5.206400179999999978e+01
-1.016626500000000100e+00,5.206391440000000159e+01
-1.016702999999999912e+00,5.206385310000000288e+01
-1.016753900000000099e+00,5.206381509999999935e+01
-1.016812499999999897e+00,5.206377510000000086e+01
-1.016858500000000110e+00,5.206374600000000186e+01
-1.016901499999999903e+00,5.206372139999999860e+01
-1.016954600000000042e+00,5.206369420000000048e+01
-1.016989600000000049e+00,5.206367709999999960e+01
