track_point_id,circuit_id,point_index,distance_m,step_m,x_m,y_m,heading_rad,curvature_1pm,classification,sector_id,is_synthetic,is_derived,data_source
10100051,101,51,255.0,5.0,154.8188092353333,202.62143790879426,0.9206401555062602,1.061216501905268e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100052,101,52,260.0,5.0,157.84528313159208,206.6014449129299,0.9206737178180187,2.8127618966479788e-06,straight,1011,False,True,OSM-derived smoothed centreline
10100053,101,53,265.0,5.0,160.87170105362915,210.58149448059498,0.9206682831199247,-4.986644636687744e-06,straight,1011,False,True,OSM-derived smoothed centreline
10100054,101,54,270.0,5.0,163.8982182100161,214.56146858831286,0.9206238513089773,-1.2786088900940655e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100055,101,55,275.0,5.0,166.92498980125097,218.54124920042335,0.9205404221089466,-2.0585605572536727e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100056,101,56,280.0,5.0,169.9521710066305,222.5207182504069,0.9204179950741874,-2.8385227939091508e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100057,101,57,285.0,5.0,172.97991697109725,226.4997576222272,0.9202565695952636,-3.6184988294769126e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100058,101,58,290.0,5.0,176.00838279204652,230.47824913170143,0.9200561449081174,-4.3984915882007873e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100059,101,59,295.0,5.0,179.03772350607807,234.45607450791124,0.9198167201058133,-5.1785038498988644e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100060,101,60,300.0,5.0,182.06809407567775,238.4331153746634,0.9195382941529593,-5.958537976395367e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100061,101,61,305.0,5.0,185.0996493758134,242.4092532320135,0.9192208659035492,-6.738596002337309e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100062,101,62,310.0,5.0,188.132544180431,246.3843694378609,0.9188644341209513,-7.51867952474069e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100063,101,63,315.0,5.0,191.16693314883463,250.35834518962932,0.918468997501229,-8.29878962259836e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100064,101,64,320.0,5.0,194.2029708119373,254.33106150604223,0.9180345546990875,-9.078926870879378e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100065,101,65,325.0,5.0,197.24081155836615,258.3023992090054,0.9175611043568677,-9.859091168883852e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100066,101,66,330.0,5.0,200.28060962040843,262.27223890560845,0.9170486451361359,-0.00010639281850539494,straight,1011,False,True,OSM-derived smoothed centreline
10100067,101,67,335.0,5.0,203.3225190597832,266.2404609702558,0.916497175752264,-0.00011419497418558617,straight,1011,False,True,OSM-derived smoothed centreline
10100068,101,68,340.0,5.0,206.36669375322424,270.2069455269413,0.9159066950120023,-0.00012199735658176336,straight,1011,False,True,OSM-derived smoothed centreline
10100069,101,69,345.0,5.0,209.41328737786029,274.1715724316764,0.9152772018536155,-0.00012979993579951337,straight,1011,False,True,OSM-derived smoothed centreline
10100070,101,70,350.0,5.0,212.46245339637798,278.13422125508464,0.9146086953900526,-0.00013760267152613633,straight,1011,False,True,OSM-derived smoothed centreline
10100071,101,71,355.0,5.0,215.51434504195328,282.09477126517646,0.9139011749549972,-0.00014540551559240095,straight,1011,False,True,OSM-derived smoothed centreline
10100072,101,72,360.0,5.0,218.56911530293854,286.05310141031487,0.9131546401512857,-0.00015320840940895796,straight,1011,False,True,OSM-derived smoothed centreline
10100073,101,73,365.0,5.0,221.62691690578947,290.00909030354615,0.9123690940396697,-0.00016100711324615102,straight,1011,False,True,OSM-derived smoothed centreline
10100074,101,74,370.0,5.0,224.68790188609327,293.9626165260067,0.9115449806976246,-0.00016846850398115725,straight,1011,False,True,OSM-derived smoothed centreline
10100075,101,75,375.0,5.0,227.75220823043205,297.91356896455954,0.9106927623602413,-0.00017032975298211735,straight,1011,False,True,OSM-derived smoothed centreline
10100076,101,76,380.0,5.0,230.8198344916949,301.8619443021088,0.9098852120667054,-0.00014673870693251517,straight,1011,False,True,OSM-derived smoothed centreline
10100077,101,77,385.0,5.0,233.89029704507965,305.8081144679559,0.9092839590780964,-8.981583065842894e-05,straight,1011,False,True,OSM-derived smoothed centreline
10100078,101,78,390.0,5.0,236.96251172581168,309.752920774834,0.9090074235062123,-2.0191984668387595e-05,straight,1011,False,True,OSM-derived smoothed centreline
