"circuit","timestamp_utc","model_version","dataset_id","is_synthetic","disclaimer","confidence","assumptions","source_url","source_license","source_sha256","baseline_front_wing_deg","baseline_rear_wing_deg","baseline_front_height_m","baseline_rear_height_m","baseline_diffuser_efficiency","baseline_mass_kg","baseline_tyre_compound","baseline_fuel_load_kg","baseline_air_temperature_c","baseline_track_temperature_c","baseline_wind_speed_mps","baseline_wind_direction_deg","candidate_front_wing_deg","candidate_rear_wing_deg","candidate_front_height_m","candidate_rear_height_m","candidate_diffuser_efficiency","candidate_mass_kg","candidate_tyre_compound","candidate_fuel_load_kg","candidate_air_temperature_c","candidate_track_temperature_c","candidate_wind_speed_mps","candidate_wind_direction_deg","role","run_id","lap_time_s","delta_vs_baseline_s","max_speed_kmh","average_speed_kmh","mean_downforce_n","mean_drag_n","downforce_impulse_ns","drag_work_j","tyre_wear_change"
"Silverstone Grand Prix","2026-09-18T05:50:20.557168+00:00","interactive-2.0","1e79189ac9a02b267cacd1f39c878051f9e7754dac33ad4ff382a6151776992d","true","Analytical model estimates; not CFD, wind-tunnel data or official F1 telemetry.","Unvalidated; no calibrated error interval available","[""dry conditions"",""analytical sector thirds"",""periodic flying lap"",""estimated tyre and aero model"",""flat terrain"",""no measured calibration""]","https://www.openstreetmap.org/relation/51160","ODbL-1.0","ef5bb9237a55a6d438148ad78b870915f4bdb9b7faa48c6c1a44b663cde932a7","16","20","0.04","0.06","1","820","medium","30","20","30","0","0","16","24","0.04","0.06","1","820","medium","30","20","30","0","0","baseline","1e79189ac9-baseline","122.05144441712484","0","272.9019818188221","173.6511784467055","8066.998572236335","2663.5247917454008","984588.8278523285","19065715.863039445","0.006945409463844085"
"Silverstone Grand Prix","2026-09-18T05:50:20.557168+00:00","interactive-2.0","1e79189ac9a02b267cacd1f39c878051f9e7754dac33ad4ff382a6151776992d","true","Analytical model estimates; not CFD, wind-tunnel data or official F1 telemetry.","Unvalidated; no calibrated error interval available","[""dry conditions"",""analytical sector thirds"",""periodic flying lap"",""estimated tyre and aero model"",""flat terrain"",""no measured calibration""]","https://www.openstreetmap.org/relation/51160","ODbL-1.0","ef5bb9237a55a6d438148ad78b870915f4bdb9b7faa48c6c1a44b663cde932a7","16","20","0.04","0.06","1","820","medium","30","20","30","0","0","16","24","0.04","0.06","1","820","medium","30","20","30","0","0","candidate","1e79189ac9-candidate","121.99202375472139","-0.059420662403454116","262.31119232730003","173.7357615836423","8583.517348689587","3060.9854763687576","1047120.6523004033","21636337.418763567","0.006950985107100122"
