drs_event_id,run_id,start_time_s,end_time_s,start_distance_m,end_distance_m,entry_speed_mps,exit_speed_mps,circuit_id,setup_id,weather_id,tyre_id,session_id,car_id,date_id,comparison_group
219,110,1.25472149935,5.90720357446,100,480,79.9445410656,84.1748677048,2,1,1,2,1,1,20260917,tyre_comparison
220,110,28.8157228454,34.5064850585,1650,2020,50.8686907215,75.8393971942,2,1,1,2,1,1,20260917,tyre_comparison
221,111,1.25521408818,6.26468616698,100,510,79.9176743534,84.3558229194,2,1,1,3,1,1,20260917,tyre_comparison
222,111,29.4331428565,35.1467726771,1650,2020,50.3010810424,75.7351488527,2,1,1,3,1,1,20260917,tyre_comparison
223,113,1.25472149935,5.90720357446,100,480,79.9445410656,84.1748677048,2,1,1,2,1,1,20260917,drs_pair
224,113,28.8157228454,34.5064850585,1650,2020,50.8686907215,75.8393971942,2,1,1,2,1,1,20260917,drs_pair
225,115,1.26520010986,6.43696969138,100,520,79.2610352106,83.656428189,2,2,1,2,1,1,20260917,drs_pair
226,115,29.0270567834,34.739546393,1650,2020,50.6599079855,75.4647662311,2,2,1,2,1,1,20260917,drs_pair
227,117,1.31073222061,6.50958660582,100,510,76.4288813766,80.5119948088,2,3,1,2,1,1,20260917,drs_pair
228,117,29.7812428081,35.569396425,1650,2020,50.3415081363,73.9026038518,2,3,1,2,1,1,20260917,drs_pair
229,118,1.25472149935,5.90720357446,100,480,79.9445410656,84.1748677048,2,1,1,2,1,1,20260917,repeatability
230,118,28.8157228454,34.5064850585,1650,2020,50.8686907215,75.8393971942,2,1,1,2,1,1,20260917,repeatability
231,119,1.25472149935,5.90720357446,100,480,79.9445410656,84.1748677048,2,1,1,2,1,1,20260917,repeatability
232,119,28.8157228454,34.5064850585,1650,2020,50.8686907215,75.8393971942,2,1,1,2,1,1,20260917,repeatability
233,120,1.25472149935,5.90720357446,100,480,79.9445410656,84.1748677048,2,1,1,2,1,1,20260917,repeatability
234,120,28.8157228454,34.5064850585,1650,2020,50.8686907215,75.8393971942,2,1,1,2,1,1,20260917,repeatability
235,121,1.26135040134,6.29186533024,100,510,79.5626972672,84.0464785262,2,1,1,2,2,1,20260917,stint
236,121,29.2481291056,35.0160237993,1650,2020,50.1305796627,74.9922009102,2,1,1,2,2,1,20260917,stint
237,122,1.30595189629,6.42612470418,100,510,77.2329109105,83.2199802947,2,1,1,2,2,1,20260917,stint
238,122,30.1911067078,35.9879245143,1650,2020,49.4165113614,74.8721782297,2,1,1,2,2,1,20260917,stint
239,123,1.36003577256,6.33828729925,100,490,74.6479944203,82.1292873663,2,1,1,2,2,1,20260917,stint
240,123,31.016778232,36.8377990626,1650,2020,48.8130101072,74.7764822973,2,1,1,2,2,1,20260917,stint
241,124,1.3925475285,6.91486464301,100,530,73.2102261182,82.1081679678,2,1,1,2,2,1,20260917,stint
242,124,31.5035856326,37.3417523183,1650,2020,48.3763075292,74.7137373967,2,1,1,2,2,1,20260917,stint
243,125,1.41610804424,6.97874711288,100,530,72.2192267135,81.8145352032,2,1,1,2,2,1,20260917,stint
244,125,31.8357854576,37.6849815371,1650,2020,48.0846736041,74.6783879662,2,1,1,2,2,1,20260917,stint
245,126,1.47613263269,7.07180133414,100,530,71.4090062954,81.5812101044,2,1,1,2,2,1,20260917,stint
246,126,32.1451397133,38.0055519615,1650,2020,47.7877633268,74.642887478,2,1,1,2,2,1,20260917,stint
247,127,1.49486266204,7.08043776525,100,530,70.6766904722,81.3753201442,2,1,1,2,2,1,20260917,stint
248,127,32.3899392421,38.2607877441,1650,2020,47.508730759,74.6112901355,2,1,1,2,2,1,20260917,stint
249,128,1.5130510667,7.12678617875,100,530,69.9882687908,81.1859810233,2,1,1,2,2,1,20260917,stint
250,128,32.5480657956,38.429280185,1650,2020,47.2305875444,74.5805581472,2,1,1,2,2,1,20260917,stint
251,129,1.53110437453,7.17196067932,100,530,69.3262875598,81.0076634679,2,1,1,2,2,1,20260917,stint
252,129,32.7851717503,38.6770148715,1650,2020,46.945300806,74.5493201822,2,1,1,2,2,1,20260917,stint
253,130,1.5491994421,7.21643402806,100,530,68.6833601733,80.8379605683,2,1,1,2,2,1,20260917,stint
254,130,33.0247361577,38.9287906434,1650,2020,46.6209652851,74.5122906676,2,1,1,2,2,1,20260917,stint
255,131,2.54805116368,11.2922004009,160,860,69.1844949745,87.0272227625,1,13,1,2,1,1,20260917,recommendation
256,131,37.0918875537,43.9192057025,2140,2610,52.4096096691,80.612889931,1,13,1,2,1,1,20260917,recommendation
257,132,1.20056614951,6.04218074295,100,520,83.7374673505,89.0155984649,2,14,1,2,1,1,20260917,recommendation
258,132,28.5011478738,34.104632925,1650,2020,51.1016150082,77.8855119718,2,14,1,2,1,1,20260917,recommendation
259,133,0.688987409047,3.8106943062,60,340,87.3960199696,91.6442601154,3,15,1,2,1,1,20260917,recommendation
260,133,17.5998157496,21.4364890657,1370,1640,61.6436472353,78.6600454427,3,15,1,2,1,1,20260917,recommendation
