scenario_id,name,pressure_pa,temperature_k,grip,headwind_mps,crosswind_mps,aero_multiplier,density_multiplier,height_offset_m,baseline_lap_s,candidate_lap_s,delta_s,feasible,error,circuit_id
50,Dry,101325,288.15,0.971110467383,-2.24163742155,-0.377901507701,0.991358778907,1.00024527736,-0.000338870135424,39.4515450465,39.4845086432,0.0329635967469,True,,2
51,Dry,101325,288.15,1.04958441754,-0.830308254214,0.624769642886,1.02862561535,0.985897551653,-0.000609356558026,38.1031663777,37.580387812,-0.522778565628,True,,2
52,Dry,101325,288.15,0.955651078359,-0.836203154456,-0.324557376865,0.961562524741,0.983184318908,0.000348622398548,39.7540735328,39.7517401543,-0.00233337852037,True,,2
53,Dry,101325,288.15,1.00142549471,1.51797567983,-1.19075904622,0.987852371983,1.00544138675,-0.00173712823722,38.4637704503,38.0389183103,-0.424852140046,True,,2
54,Dry,101325,288.15,0.975099593188,-2.97832729444,0.914775273401,1.02927774841,0.998498213408,0.00101295779728,39.4029308307,39.3033381216,-0.0995927091511,True,,2
55,Dry,101325,288.15,1.00768109381,3.41573339065,0.375265454157,0.994787600346,1.00029837939,-0.000236961691811,38.2014703646,37.6134096289,-0.588060735695,True,,2
56,Dry,101325,288.15,1.02100737855,3.09775288489,-0.124042179531,1.01108998917,1.00303549664,0.000105427505766,38.0511504224,37.446935477,-0.604214945443,True,,2
57,Dry,101325,288.15,1.03371615505,2.61513395718,-1.77828999768,1.00129066205,0.985703657914,-0.000442419813333,37.9780631776,37.4142490743,-0.563814103356,True,,2
58,Dry,101325,288.15,0.971123444744,-0.676444776793,-0.328548128021,1.02746489587,0.994094612208,-0.000867769839031,39.1811264071,38.8628563748,-0.31827003228,True,,2
59,Dry,101325,288.15,0.956986288346,-2.26935640993,1.54196192815,0.996490524506,1.01210496743,0.00172611083002,39.7201281776,39.6435228325,-0.076605345056,True,,2
60,Dry,101325,288.15,0.95200496394,2.76168978126,-1.02266526794,0.96827717301,1.01416703027,-0.000115299774733,39.1117896029,38.6508852445,-0.460904358353,True,,2
61,Dry,101325,288.15,0.959166892002,-0.375097671846,-1.02518626779,0.98761917262,1.01946784323,0.000648874664996,39.3381071957,39.0888528112,-0.249254384535,True,,2
62,Dry,101325,288.15,1.01205083235,-1.91520070318,0.350369560911,0.957680647365,1.00384092128,0.000566241813418,38.7899862428,38.7041439361,-0.0858423067695,True,,2
63,Dry,101325,288.15,1.00383897311,-4.9596211195,-1.38784846692,1.03088771037,1.00916238778,0.00100829737131,39.199599892,39.1593404985,-0.0402593934737,True,,2
64,Dry,101325,288.15,0.996127404763,-4.28936275044,0.065608377213,1.0374128418,1.00165483388,0.0013657417056,39.2575101133,39.114396415,-0.143113698282,True,,2
65,Dry,101325,288.15,0.988705710556,-1.8898313205,-1.12543670582,1.00806107346,1.01121676228,-0.000747166320773,39.0882100986,38.8273812036,-0.260828895036,True,,2
66,Dry,101325,288.15,0.958802361802,4.53678719412,1.95119615864,0.992897712126,0.989634532518,0.00183042263576,38.7993543012,38.1487161245,-0.650638176782,True,,2
67,Dry,101325,288.15,1.0400050264,-3.6634773996,0.798552200237,0.954415829147,1.01302488727,0.00073209102455,38.6678199785,38.6426821599,-0.0251378186312,True,,2
