scenario_id,name,pressure_pa,temperature_k,grip,headwind_mps,crosswind_mps,aero_multiplier,density_multiplier,height_offset_m,baseline_lap_s,candidate_lap_s,delta_s,feasible,error,circuit_id
160,Dry,101325,288.15,0.984197428264,0.225717739919,-0.516290006906,1.01354367204,1.01551996431,-0.00165991215957,38.8325127873,38.3884277105,-0.4440850768,True,,2
161,Dry,101325,288.15,1.02746211048,3.35770118234,0.166028586316,0.990831862639,1.00417609108,-0.000335556160268,37.9569531293,37.37518128,-0.581771849268,True,,2
162,Dry,101325,288.15,0.994447986226,-2.21154419826,-0.596789098791,0.990567216271,1.00747484386,-8.29182041849e-05,39.0548814412,38.9072598635,-0.147621577791,True,,2
163,Dry,101325,288.15,0.990281555141,1.84250954802,-0.767253681907,0.954890179209,1.01953847491,0.00186761420168,38.6911208474,38.1317495869,-0.559371260534,True,,2
164,Dry,101325,288.15,1.00120119102,1.46157936585,-1.76005899819,0.973906071432,0.989022009035,-0.000126431502195,38.628883478,38.1236340168,-0.505249461177,True,,2
165,Dry,101325,288.15,0.982929193516,-1.93206888855,-1.4601410646,0.982954354291,0.980146934119,-0.00141080794652,39.3073470143,39.4011865026,0.0938394883071,True,,2
166,Dry,101325,288.15,1.04571426216,1.42963653991,-0.644798510799,1.04572337013,1.00306011856,0.00011814240836,37.8734650319,37.2874793997,-0.585985632221,True,,2
167,Dry,101325,288.15,1.01614330415,-0.567075490893,-1.92247271204,0.965773179204,1.0059464283,-0.00139581119804,38.6541180925,38.3880955273,-0.2660225652,True,,2
168,Dry,101325,288.15,1.04472731679,-2.40373418127,1.50164181961,1.02421874554,1.01235419091,0.000586587265166,38.354951904,37.8919613084,-0.462990595613,True,,2
169,Dry,101325,288.15,0.951385417795,0.885282091304,1.93821978764,1.01874531042,0.987789668271,0.000910722470521,39.3328052229,38.93969438,-0.393110842868,True,,2
170,Dry,101325,288.15,1.03317008857,-1.19526578398,1.88002598034,1.00803346693,1.0194545469,-0.00179205957504,38.3398333736,37.9338270807,-0.406006292948,True,,2
171,Dry,101325,288.15,0.984782038078,4.09139504551,1.35636364809,1.04524919969,0.986357852996,-0.00100131934631,38.3987052336,37.7975159479,-0.601189285706,True,,2
172,Dry,101325,288.15,1.03490150498,2.47131436355,1.66318876924,1.04707597621,0.997630703019,0.000369296185752,37.92402919,37.2719619385,-0.652067251498,True,,2
173,Dry,101325,288.15,1.03700440047,-0.967595151523,0.936100831579,0.983125071548,0.991281654532,-0.00042143120551,38.3829919457,37.9386500687,-0.444341876956,True,,2
174,Dry,101325,288.15,1.00657803076,2.540760857,-0.983458203722,1.00247785489,1.01331869382,0.000823527733798,38.303623077,37.6922229056,-0.611400171345,True,,2
175,Dry,101325,288.15,1.00951564497,0.0804492962846,0.416926081831,0.980351685578,1.0040719999,0.000647217256986,38.6022202536,38.1105429465,-0.491677307044,True,,2
176,Dry,101325,288.15,0.977327046153,-2.77571857649,-0.248353709014,0.992464688293,1.01296445665,-0.000866677891333,39.366757335,39.4191554699,0.0523981349385,True,,2
177,Dry,101325,288.15,1.00849965779,-0.542068986906,-0.575404398108,1.0440586628,0.999586540168,-0.00117340904725,38.5441990323,38.1169780858,-0.427220946474,True,,2
178,Dry,101325,288.15,1.04259105128,-3.89091491338,1.9670809346,1.02778500836,1.01722000765,-0.00175163477392,38.6216845934,38.1857504046,-0.435934188757,True,,2
179,Dry,101325,288.15,1.00384632988,-3.61822241818,-1.65060102081,0.983737893581,1.01476812052,0.00119544006467,39.1403600231,39.0735086157,-0.0668514073223,True,,2
180,Dry,101325,288.15,0.99605194948,-2.99792400991,1.13763616986,0.981813137606,0.998166658134,-0.000440048880569,39.2048551509,39.244439816,0.0395846651269,True,,2
181,Dry,101325,288.15,0.962777912301,3.45495221688,-1.08139164015,1.00276522151,1.00212789709,0.00106966366591,38.8031253957,38.2616298482,-0.541495547438,True,,2
182,Dry,101325,288.15,0.954864964293,-1.45262049166,-1.29112681442,1.02466828584,1.01414110938,0.00100688501609,39.5068673869,39.2507379932,-0.256129393638,True,,2
183,Dry,101325,288.15,1.00169345712,4.00786824595,-0.919086114102,0.990038298697,0.988913564083,-0.000404871611987,38.2376164811,37.6519537456,-0.585662735552,True,,2
184,Dry,101325,288.15,1.02276335569,-1.86788551527,0.21258046692,0.978813535522,0.99059288677,0.000394326650175,38.6783287433,38.4966270473,-0.181701695961,True,,2
185,Dry,101325,288.15,0.954084681547,-4.41723080461,-1.08783905496,1.04102953855,0.994794756611,0.000588008585241,40.1555296039,40.1670814441,0.0115518402177,True,,2
186,Dry,101325,288.15,0.996338823973,0.123268756455,-0.0549438292816,0.95564223925,1.01150765746,-0.000624926979966,38.8051007604,38.5826131017,-0.222487658676,True,,2
187,Dry,101325,288.15,0.994830075909,-1.88618199772,-0.980059757109,1.0272374697,1.01710542655,0.00115654197455,39.0149717881,38.4849389185,-0.53003286959,True,,2
188,Dry,101325,288.15,0.978391086846,0.53688356923,-1.89628175871,1.02533532925,1.01944252257,-0.000264263083391,38.860456653,38.3916307123,-0.468825940764,True,,2
189,Dry,101325,288.15,0.995255201509,-4.80744577211,-0.38395251948,0.999683124551,0.994257026641,-0.00107030219844,39.5808215504,39.6897541711,0.108932620685,True,,2
190,Dry,101325,288.15,1.02593780064,2.74160103693,0.853491117548,1.0445335368,1.00491986054,-0.000590214357921,37.9787926808,37.3867000817,-0.592092599105,True,,2
191,Dry,101325,288.15,1.01114400705,2.41996947122,0.620181435701,0.968972441608,0.991728049137,-0.000267278685291,38.2917178494,37.7415758792,-0.550141970153,True,,2
192,Dry,101325,288.15,1.00888000372,2.10117395254,-0.597332567335,0.97904779839,1.01600623265,0.0017893001352,38.3546258266,37.7379108587,-0.616714967841,True,,2
193,Dry,101325,288.15,0.990819004982,1.01639552487,-0.579774703717,0.971883197161,0.998630515168,-0.000241169638866,38.7942867369,38.3594778777,-0.434808859167,True,,2
194,Dry,101325,288.15,1.02137427899,-0.589971929987,0.147896761743,0.989494304639,1.0116322739,0.000141407302062,38.4562367546,37.9972840787,-0.45895267594,True,,2
195,Dry,101325,288.15,0.970597038692,4.05622019764,1.23039739811,1.00100918862,0.983928097764,0.00186475085188,38.6735488726,38.0286506705,-0.644898202094,True,,2
196,Dry,101325,288.15,1.00173332403,1.36348532574,-1.07027509777,1.04621161709,1.00441546761,-0.00138887791439,38.4231471049,37.8746050301,-0.548542074817,True,,2
197,Dry,101325,288.15,1.01065732287,2.81543914259,-1.29816222297,1.04226670704,1.0091934911,-0.000161221376649,38.180029798,37.5668392597,-0.613190538386,True,,2
198,Dry,101325,288.15,0.950049859382,-3.82537710699,1.60037311025,0.995286240889,0.980648784797,0.000654636404822,40.5052742466,40.5020130586,-0.0032611879521,True,,2
199,Dry,101325,288.15,1.02211722669,1.17752006405,1.29004747522,1.00588044475,1.00547417223,-0.00179382473679,38.2188363217,37.7048304141,-0.514005907547,True,,2
200,Dry,101325,288.15,0.985087563615,4.25331082299,0.0158431501409,0.985399618871,0.993865161947,0.00140448116122,38.4522271883,37.8134170508,-0.63881013752,True,,2
