optimization_result_id,optimization_run_id,front_wing_deg,rear_wing_deg,front_height_m,rear_height_m,package,method,objective,lap_time_s,top_speed_mps,fuel_used_kg,tyre_wear_end,tyre_wear_delta,distance_m,high_speed_corner_mps,braking_distance_m,mean_downforce_n,mean_drag_n,max_tyre_load_n,solver_iterations,shift_loss_s,feasible,constraint_reasons,objective_value,pareto,circuit_id,objective_run,seed
177,2,21.25,25,0.0475,0.07375,standard,grid,qualifying,39.5000173326,79.4583582341,1.18,0.0162740856838,0.0162740856838,2360,64.9972606722,125,12074.3827687,3205.58542249,10464.5713854,18,0.36,True,,39.5000173326,False,2,qualifying,42
178,2,16.0868546601,26.8376065888,0.03248494407,0.0518341127275,standard,differential_evolution,qualifying,39.5755693678,79.8078157583,1.18,0.0165598356874,0.0165598356874,2360,64.7956329307,125,12335.2012193,3138.71819722,10893.2668807,18,0.4,True,,39.5755693678,False,2,qualifying,42
179,2,23.2079617207,26.8404615002,0.0308314010198,0.0727160351535,standard,differential_evolution,qualifying,39.5772807543,77.2037433833,1.18,0.0165733375839,0.0165733375839,2360,64.9974317213,125,12642.5047014,3497.46767705,10299.7332829,16,0.32,True,,39.5772807543,False,2,qualifying,42
180,2,13.75,25,0.0475,0.05125,standard,grid,qualifying,39.6060007425,82.3291761077,1.18,0.0161286955495,0.0161286955495,2360,64.8014279678,150,11625.70808,2851.64923187,11038.6242295,17,0.48,True,,39.6060007425,False,2,qualifying,42
181,2,13.75,25,0.0475,0.07375,standard,grid,qualifying,39.670322755,82.3478919092,1.18,0.0160461809336,0.0160461809336,2360,64.674075372,150,11515.0340579,2841.42460201,11037.890357,16,0.48,True,,39.670322755,False,2,qualifying,42
182,2,16.5572787831,26.6535639212,0.0460079530601,0.0540564988622,standard,random,qualifying,39.6773193719,79.9708854379,1.18,0.0163148415084,0.0163148415084,2360,64.5597667963,125,12035.3692849,3113.32612511,10801.4657041,18,0.4,True,,39.6773193719,False,2,qualifying,42
183,2,11.0837674754,24.5781528554,0.0269839067728,0.079155271286,standard,differential_evolution,qualifying,39.8419144599,82.7567518967,1.18,0.0156494513317,0.0156494513317,2360,63.6721675098,150,11114.0787831,2674.11683849,10629.6640135,16,0.48,True,,39.8419144599,False,2,qualifying,42
184,2,15.2611120888,27.744978578,0.0309659218135,0.0759300610657,standard,differential_evolution,qualifying,39.8617245075,78.9940399319,1.18,0.0162919288212,0.0162919288212,2360,64.2172207602,125,12053.7325921,3170.85018435,10833.7074987,17,0.4,True,,39.8617245075,False,2,qualifying,42
185,2,12.314342381,23.6609790648,0.0473428646772,0.0835379379595,standard,random,qualifying,39.8932424997,83.1500351149,1.18,0.0153588995922,0.0153588995922,2360,63.5027115978,150,10747.1136336,2613.058237,10431.6086023,16,0.48,True,,39.8932424997,True,2,qualifying,42
186,2,13.5929149758,27.368534188,0.0263724886409,0.0802899915553,standard,differential_evolution,qualifying,39.9005162656,80.5606308501,1.18,0.0157663639533,0.0157663639533,2360,63.9675612095,125,11389.2733212,3020.03114634,10802.1114091,17,0.4,True,,39.9005162656,False,2,qualifying,42
187,2,24.4268849591,29.0891862897,0.0546788828297,0.0416837269868,standard,differential_evolution,qualifying,40.388520795,75.4746607352,1.18,0.0152496026845,0.0152496026845,2360,63.1996670103,125,11323.3582122,3644.26862801,9615.34571853,16,0.36,True,,40.388520795,True,2,qualifying,42
188,2,10.340681097,11.8009572155,0.0466707805179,0.0607844753613,standard,random,qualifying,39.0516612922,90.134412195,1.18,0.0156069085816,0.0156069085816,2360,64.135903921,225,10594.6331325,1814.5075933,9883.49052328,16,0.56,False,braking_limit,39.0516612922,False,2,qualifying,42
189,2,23.2079617207,11.188392883,0.0504960624603,0.0520690819568,standard,differential_evolution,qualifying,39.5634962415,85.200010237,1.18,0.0157508384253,0.0157508384253,2360,64.1344114952,150,10998.3289727,2380.72057155,9713.96310573,17,0.48,False,balance;balance_shift,39.5634962415,False,2,qualifying,42
190,2,11.4126602183,29.5124470327,0.0478341910597,0.0753728937375,standard,random,qualifying,40.3601277983,79.3649373849,1.18,0.01551737941,0.01551737941,2360,62.9812122955,125,11160.1770101,3108.60108956,10774.816065,17,0.4,False,balance_shift,40.3601277983,False,2,qualifying,42
191,3,14.9999856993,14.053510558,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2759402532,89.3801839325,1.18,0.017029634499,0.017029634499,2360,68.0825721529,175,12006.8290878,2222.49450473,11502.2089675,16,0.48,True,,38.2759402532,True,2,qualifying,43
192,3,14.9999856993,13.6197690986,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2808767,89.5765607061,1.18,0.0170051698942,0.0170051698942,2360,68.086254906,175,11961.8564407,2196.60035575,11475.9028658,16,0.48,True,,38.2808767,True,2,qualifying,43
193,3,14.9999856993,14.2690943807,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2832477674,89.2826146006,1.18,0.0170356218185,0.0170356218185,2360,68.0428622483,175,12023.3904832,2234.59014339,11513.4324665,16,0.48,True,,38.2832477674,False,2,qualifying,43
194,3,14.9999856993,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2857628878,89.6671828921,1.18,0.0169918023513,0.0169918023513,2360,68.0778647437,175,11939.303136,2184.50392261,11465.4073033,16,0.48,True,,38.2857628878,True,2,qualifying,43
195,3,14.9966523531,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2858305184,89.6669137412,1.18,0.0169913364779,0.0169913364779,2360,68.0778388624,175,11938.9068141,2184.32554314,11464.9790781,16,0.48,True,,38.2858305184,True,2,qualifying,43
196,3,15.0063601508,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2858544706,89.6661077083,1.18,0.0169924511914,0.0169924511914,2360,68.077640564,175,11939.8719894,2184.81111795,11466.1455916,16,0.48,True,,38.2858544706,False,2,qualifying,43
197,3,14.9919248369,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2859263609,89.6665321339,1.18,0.0169906757738,0.0169906757738,2360,68.0778021469,175,11938.3447878,2184.07263246,11464.3719194,16,0.48,True,,38.2859263609,True,2,qualifying,43
198,3,15.0096934971,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2860127806,89.6648522799,1.18,0.016992571042,0.016992571042,2360,68.0771881564,175,11940.0751329,2184.95476437,11466.0075874,16,0.48,True,,38.2860127806,False,2,qualifying,43
199,3,14.9579782362,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2866177567,89.6637743462,1.18,0.0169859647342,0.0169859647342,2360,68.0775328915,175,11934.307178,2182.25848663,11460.0113878,16,0.48,True,,38.2866177567,True,2,qualifying,43
200,3,15.0362618184,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2872754457,89.6548401526,1.18,0.0169935245835,0.0169935245835,2360,68.0735796134,175,11941.69344,2186.10078349,11464.9068312,16,0.48,True,,38.2872754457,False,2,qualifying,43
201,3,14.9232477978,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2873994903,89.6604581899,1.18,0.0169823294211,0.0169823294211,2360,68.077102177,175,11930.1143214,2180.39538258,11455.3794811,16,0.48,True,,38.2873994903,True,2,qualifying,43
202,3,14.8357867271,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2894161479,89.6523087646,1.18,0.0169726176531,0.0169726176531,2360,68.0749531295,175,11919.5222929,2175.71568662,11441.6214325,16,0.48,True,,38.2894161479,True,2,qualifying,43
203,3,15.084643733,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2895797461,89.6365733925,1.18,0.0169952536058,0.0169952536058,2360,68.0669959864,175,11944.6358125,2188.19255976,11462.8997141,16,0.48,True,,38.2895797461,False,2,qualifying,43
204,3,14.6564277391,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2941431468,89.6379996109,1.18,0.0169464627501,0.0169464627501,2360,68.0571826543,175,11897.3403919,2166.11479592,11413.4213186,16,0.48,True,,38.2941431468,True,2,qualifying,43
205,3,14.9999856993,14.72135955,0.0364046875932,0.0715193819819,standard,local,qualifying,38.2998974596,89.0733111055,1.18,0.0170489392603,0.0170489392603,2360,67.9579765451,175,12057.0727018,2260.39717124,11552.2117024,16,0.48,True,,38.2998974596,False,2,qualifying,43
206,3,15.3457878418,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.3021286969,89.5372093211,1.18,0.0170044215792,0.0170044215792,2360,68.0311831125,175,11960.4136331,2199.59041497,11452.0076319,16,0.48,True,,38.3021286969,False,2,qualifying,43
207,3,15.7294901688,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.3209986425,89.3893942819,1.18,0.0170161554214,0.0170161554214,2360,67.975321904,175,11983.2026668,2216.65018636,11439.1680453,16,0.48,True,,38.3209986425,False,2,qualifying,43
208,3,14.1296776075,13.4171853704,0.0364046875932,0.0715193819819,standard,differential_evolution,qualifying,38.3288951139,89.5968401752,1.18,0.0168615300907,0.0168615300907,2360,67.8918031842,175,11819.3321976,2136.22298442,11321.3346612,16,0.48,True,,38.3288951139,True,2,qualifying,43
209,3,14.9999856993,12.917960675,0.0364046875932,0.0715193819819,standard,local,qualifying,38.3350453716,89.6568871795,1.18,0.0169100858793,0.0169100858793,2360,67.9442575978,175,11852.0513614,2149.79538524,11337.2078161,16,0.48,True,,38.3350453716,False,2,qualifying,43
210,3,16.0449110045,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.3369509736,89.2665835286,1.18,0.0170235149872,0.0170235149872,2360,67.9250800816,175,12001.7210689,2230.97644169,11425.70304,16,0.48,True,,38.3369509736,False,2,qualifying,43
211,3,18.0580973137,15.4046525756,0.0323201450115,0.0658213222992,standard,differential_evolution,qualifying,38.3972857206,87.3678374204,1.18,0.0171337458052,0.0171337458052,2360,67.7012878674,150,12335.298593,2444.73659177,11314.928904,17,0.48,True,,38.3972857206,False,2,qualifying,43
212,3,14.3319439047,11.6548971338,0.0346144027671,0.0591024637069,standard,random,qualifying,38.406740327,90.2106414504,1.18,0.0168089561985,0.0168089561985,2360,67.6591442317,200,11781.7766873,2050.87792306,11098.0892313,16,0.56,True,,38.406740327,True,2,qualifying,43
213,3,15.8587287885,13.4171853704,0.0414537496121,0.0715193819819,standard,differential_evolution,qualifying,38.4118461766,89.273231582,1.18,0.0168936690613,0.0168936690613,2360,67.7762745345,175,11846.2577201,2210.38194843,11368.4616944,16,0.48,True,,38.4118461766,False,2,qualifying,43
214,3,18.0580973137,15.4046525756,0.0381346179045,0.0658213222992,standard,differential_evolution,qualifying,38.4171490715,87.3129480467,1.18,0.0172117569453,0.0172117569453,2360,67.6794295005,150,12396.7268061,2445.04369138,11362.9548587,17,0.48,True,,38.4171490715,False,2,qualifying,43
215,3,14.1296776075,13.4171853704,0.0284433154563,0.0610185386276,standard,differential_evolution,qualifying,38.4438761165,89.2739840756,1.18,0.0166173791988,0.0166173791988,2360,67.5072640239,175,11680.4964202,2127.41233487,11011.0158656,16,0.56,True,,38.4438761165,True,2,qualifying,43
216,3,13.5410196625,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.4662533472,89.5532648873,1.18,0.0167517185055,0.0167517185055,2360,67.5754792768,175,11736.621341,2104.87463869,11211.9556965,16,0.56,True,,38.4662533472,True,2,qualifying,43
217,3,15.5580463417,17.1990274712,0.0327337247294,0.0469580404828,standard,differential_evolution,qualifying,38.4755818509,87.3229975769,1.18,0.0168230188418,0.0168230188418,2360,67.4238048624,150,12026.2473388,2423.53757611,11316.5931582,17,0.48,True,,38.4755818509,False,2,qualifying,43
218,3,13.5832127322,13.4196245175,0.0287387666268,0.0619215247167,standard,differential_evolution,qualifying,38.4850632801,89.566520724,1.18,0.0165314987295,0.0165314987295,2360,67.208639391,175,11598.5784485,2092.77782265,10947.2864636,16,0.56,True,,38.4850632801,True,2,qualifying,43
219,3,13.75,15,0.0325,0.05125,standard,grid,qualifying,38.5216347872,88.5699827417,1.18,0.0167041989918,0.0167041989918,2360,67.2928778908,175,11815.8786533,2199.02514936,11110.9493232,16,0.56,True,,38.5216347872,False,2,qualifying,43
220,3,16.0428984633,18.3371558147,0.0322499662017,0.0536215694525,standard,differential_evolution,qualifying,38.5322227328,86.3192299499,1.18,0.0170386358978,0.0170386358978,2360,67.2770234183,150,12320.1249609,2529.47708219,11382.0486352,17,0.48,True,,38.5322227328,False,2,qualifying,43
221,3,14.9999856993,17.639320225,0.0364046875932,0.0715193819819,standard,local,qualifying,38.5417426555,87.2439266833,1.18,0.0170212582918,0.0170212582918,2360,67.2885672825,150,12181.9932106,2428.9052611,11540.4308228,17,0.48,True,,38.5417426555,False,2,qualifying,43
222,3,20.2684752072,17.4643313643,0.0381346179045,0.0658213222992,standard,differential_evolution,qualifying,38.5567164534,84.5207215074,1.18,0.0172497107135,0.0172497107135,2360,67.225716148,150,12660.051085,2696.69359716,11109.1839227,17,0.4,True,,38.5567164534,False,2,qualifying,43
223,3,19.2705098312,13.4171853704,0.0364046875932,0.0715193819819,standard,local,qualifying,38.563600562,87.662178894,1.18,0.017029658644,0.017029658644,2360,67.319019754,150,12134.4780963,2383.95120549,11206.4801626,17,0.48,True,,38.563600562,False,2,qualifying,43
224,3,12.5004528401,15.7880218298,0.0316471321291,0.0616562662451,standard,differential_evolution,qualifying,38.5774228138,88.3245132179,1.18,0.0166962084543,0.0166962084543,2360,66.8191147868,175,11793.6121656,2182.74623954,11144.792938,16,0.48,True,,38.5774228138,False,2,qualifying,43
225,3,13.75,15,0.0325,0.07375,standard,grid,qualifying,38.5842739979,88.6593944477,1.18,0.0166360989175,0.0166360989175,2360,67.2325274657,175,11701.6962485,2191.18538516,11152.4827149,16,0.56,True,,38.5842739979,False,2,qualifying,43
226,3,12.7230213509,14.9851087404,0.0287553722711,0.0611192496906,standard,differential_evolution,qualifying,38.586924475,88.8270293547,1.18,0.0164403353545,0.0164403353545,2360,66.5200391598,175,11550.9387156,2126.35208691,10894.2555424,17,0.48,True,,38.586924475,True,2,qualifying,43
227,3,15.3365960519,12.071898897,0.0444980220785,0.0619277773738,standard,differential_evolution,qualifying,38.6209515058,89.3889796101,1.18,0.0166190239718,0.0166190239718,2360,67.2080205259,175,11584.7834585,2096.61912988,10994.0255523,16,0.56,True,,38.6209515058,False,2,qualifying,43
228,3,21.6291299154,19.0778810282,0.0326437425625,0.0567469978519,standard,differential_evolution,qualifying,38.6648068403,83.1132855596,1.18,0.0171331566565,0.0171331566565,2360,66.9857304155,125,12729.8278231,2870.15465916,10876.9173281,17,0.4,True,,38.6648068403,False,2,qualifying,43
229,3,21.25,15,0.0325,0.05125,standard,grid,qualifying,38.6694298299,85.8428456715,1.18,0.0169701789962,0.0169701789962,2360,67.0210081941,150,12286.7731965,2575.13150185,10930.8998856,17,0.48,True,,38.6694298299,False,2,qualifying,43
230,3,14.1794953828,15.5706859556,0.0376599872454,0.0401834976244,standard,random,qualifying,38.6891089358,87.8867707212,1.18,0.0161837236227,0.0161837236227,2360,66.3681177981,175,11338.5781886,2207.98522476,10709.1744526,16,0.48,True,,38.6891089358,True,2,qualifying,43
231,3,11.8920620349,16.8368571024,0.0340005786939,0.0647970290765,standard,random,qualifying,38.6961915793,87.8587432084,1.18,0.0167128154644,0.0167128154644,2360,66.5549199537,175,11824.5672603,2220.17435056,11218.147365,16,0.48,True,,38.6961915793,False,2,qualifying,43
232,3,17.5,20,0.04,0.06,standard,baseline,qualifying,38.7032666645,84.2408247101,1.18,0.017154171629,0.017154171629,2360,66.8654181253,150,12581.0391855,2715.03521151,11273.7004578,17,0.44,True,,38.7032666645,False,2,qualifying,43
233,3,18.8071457138,14.4941046041,0.0475537681546,0.0518661488865,standard,random,qualifying,38.7081018876,87.3962500214,1.18,0.0166006594815,0.0166006594815,2360,66.9947958479,150,11708.4784278,2388.97613855,11020.2188659,17,0.48,True,,38.7081018876,False,2,qualifying,43
234,3,17.9458715941,13.4325535184,0.043031783234,0.044334518722,standard,differential_evolution,qualifying,38.719096212,87.7182466044,1.18,0.0164333900208,0.0164333900208,2360,66.7985501854,150,11534.8805487,2272.41330497,10735.6718065,17,0.48,True,,38.719096212,False,2,qualifying,43
235,3,21.6291299154,15.3339319378,0.032558353921,0.0635453637161,standard,differential_evolution,qualifying,38.7236475989,84.4835502277,1.18,0.0171833244957,0.0171833244957,2360,66.9958639357,150,12548.5026897,2648.99141577,10965.6669795,17,0.48,True,,38.7236475989,False,2,qualifying,43
236,3,12.5004528401,18.6640765429,0.0375823195893,0.0616562662451,standard,differential_evolution,qualifying,38.7303511493,86.9661681951,1.18,0.0169263607242,0.0169263607242,2360,66.8387521997,150,12082.7379663,2378.82694871,11489.3677817,16,0.48,True,,38.7303511493,False,2,qualifying,43
237,3,15.1213762903,20.0910349831,0.0341189533172,0.0588026350819,standard,random,qualifying,38.7341828269,85.2349915813,1.18,0.0170950383989,0.0170950383989,2360,66.826284702,150,12427.933922,2608.26487229,11456.1279948,17,0.48,True,,38.7341828269,False,2,qualifying,43
238,3,13.75,15,0.0475,0.05125,standard,grid,qualifying,38.7437377093,88.2882297409,1.18,0.016137600894,0.016137600894,2360,66.2242852524,175,11216.7356797,2148.22260879,10730.3635393,16,0.48,True,,38.7437377093,True,2,qualifying,43
239,3,11.9416592055,15.2445907171,0.0274894561568,0.0593980897562,standard,differential_evolution,qualifying,38.7648994309,88.5954528294,1.18,0.0161668347261,0.0161668347261,2360,65.5863817967,175,11303.6537031,2087.71860401,10560.2529051,16,0.48,True,,38.7648994309,True,2,qualifying,43
240,3,21.25,15,0.0325,0.07375,standard,grid,qualifying,38.7693271172,85.7042624348,1.18,0.0168817830628,0.0168817830628,2360,66.824188691,150,12161.7669142,2567.4231249,10931.2634468,17,0.48,True,,38.7693271172,False,2,qualifying,43
241,3,18.898165709,13.0882525399,0.0369821361754,0.0776852412416,standard,differential_evolution,qualifying,38.783859873,87.7451104055,1.18,0.0166735924243,0.0166735924243,2360,67.0377581029,150,11759.988354,2322.04076274,10959.7670801,17,0.56,True,,38.783859873,False,2,qualifying,43
242,3,20.7694702503,17.1990274712,0.0330689085719,0.0756991523541,standard,differential_evolution,qualifying,38.7875441139,84.3743815837,1.18,0.0169049260969,0.0169049260969,2360,66.8371989637,150,12297.3185503,2687.27412963,10935.8948641,17,0.48,True,,38.7875441139,False,2,qualifying,43
243,3,22.416674846,19.9307057899,0.0286807308498,0.0625259470817,standard,random,qualifying,38.8142971235,82.2097534579,1.18,0.0169351612113,0.0169351612113,2360,66.6525027781,125,12603.4019666,2960.61881685,10705.7048868,17,0.4,True,,38.8142971235,False,2,qualifying,43
244,3,13.75,15,0.0475,0.07375,standard,grid,qualifying,38.816246331,88.3076926585,1.18,0.0160247425779,0.0160247425779,2360,66.0751849972,175,11076.9003665,2138.00494723,10716.3596503,16,0.48,True,,38.816246331,True,2,qualifying,43
245,3,20.562920959,11.5176314899,0.0327036508277,0.0490591440509,standard,differential_evolution,qualifying,38.8476348378,86.9005569554,1.18,0.0165503953842,0.0165503953842,2360,66.2971619959,150,11747.3609824,2321.06117505,10461.943685,17,0.48,True,,38.8476348378,False,2,qualifying,43
246,3,16.2184150247,11.8662768431,0.0426398920177,0.0433325137708,standard,random,qualifying,38.8549451743,88.7341664637,1.18,0.0160023632729,0.0160023632729,2360,65.5602061749,175,11079.7023818,2071.0848329,10223.194649,17,0.48,True,,38.8549451743,True,2,qualifying,43
247,3,15.2669148643,11.5321805482,0.0317996931836,0.0802625835511,standard,differential_evolution,qualifying,38.8809957526,89.2103728555,1.18,0.0158526892886,0.0158526892886,2360,65.3334350511,225,10893.9189956,2003.4608479,10156.5481969,16,0.48,True,,38.8809957526,True,2,qualifying,43
248,3,19.8726143351,17.2471012065,0.0334450395827,0.0846951697209,standard,random,qualifying,38.8968316346,84.8167875203,1.18,0.0164566216606,0.0164566216606,2360,66.5648669523,150,11762.3770191,2615.63666516,10850.2578122,17,0.48,True,,38.8968316346,False,2,qualifying,43
249,3,22.3819741058,20.0536179612,0.0410939629874,0.0714456829974,standard,random,qualifying,38.9075512877,82.1005689488,1.18,0.0169555281727,0.0169555281727,2360,66.4910199055,125,12592.1258279,2958.50450978,10755.8019349,17,0.4,True,,38.9075512877,False,2,qualifying,43
250,3,21.25,15,0.0475,0.05125,standard,grid,qualifying,38.9140249852,85.7860284704,1.18,0.0165944887923,0.0165944887923,2360,66.4829023393,150,11824.1012505,2542.89490349,10819.1081304,17,0.48,True,,38.9140249852,False,2,qualifying,43
251,3,15.3365960519,12.071898897,0.042967840251,0.080442750024,standard,differential_evolution,qualifying,38.9208313493,89.1102047884,1.18,0.0158456438517,0.0158456438517,2360,65.5118633062,200,10853.6454435,2028.8068744,10303.5650952,16,0.48,True,,38.9208313493,True,2,qualifying,43
252,3,15.9305226886,20.0950573868,0.0454228136434,0.0727352243069,standard,differential_evolution,qualifying,38.9482374759,85.0425301154,1.18,0.016619088619,0.016619088619,2360,66.3480415134,150,11905.3001397,2606.5687622,11242.1752682,16,0.48,True,,38.9482374759,False,2,qualifying,43
253,3,18.7077914784,11.6574303191,0.0411737145297,0.0782846042318,standard,random,qualifying,38.9692975341,87.7103683468,1.18,0.0162277966658,0.0162277966658,2360,65.8992155127,175,11295.5448592,2195.46142853,10468.7158084,16,0.48,True,,38.9692975341,False,2,qualifying,43
254,3,22.9290109772,16.4390207334,0.0308138366032,0.0405716611997,standard,random,qualifying,38.9953690885,84.2198013358,1.18,0.0164356784642,0.0164356784642,2360,66.2379776843,150,11884.7785599,2721.23758982,10528.7974113,17,0.48,True,,38.9953690885,False,2,qualifying,43
255,3,21.25,15,0.0475,0.07375,standard,grid,qualifying,38.9997843889,85.8177948319,1.18,0.016476157672,0.016476157672,2360,66.3035237051,150,11673.1935965,2530.11860679,10805.7159398,17,0.48,True,,38.9997843889,False,2,qualifying,43
256,3,20.9019866836,20.795467097,0.0453719071011,0.0750017352226,standard,differential_evolution,qualifying,39.0193015689,82.5069204133,1.18,0.0165952469196,0.0165952469196,2360,66.2457038246,125,12166.6795105,2903.01114838,10748.3847446,18,0.44,True,,39.0193015689,False,2,qualifying,43
257,3,12.7230213509,18.6514730494,0.0421006355224,0.0448293395059,standard,differential_evolution,qualifying,39.0221502484,86.4224834134,1.18,0.0161819740638,0.0161819740638,2360,65.571741052,150,11413.8967536,2330.83723627,10823.6337327,16,0.48,True,,39.0221502484,False,2,qualifying,43
258,3,15.9926014385,19.7268707584,0.0514518969684,0.0688687077468,standard,random,qualifying,39.0276741122,85.6170498694,1.18,0.016177371308,0.016177371308,2360,66.1369446336,150,11402.9900298,2552.2252456,11075.6121068,16,0.48,True,,39.0276741122,False,2,qualifying,43
259,3,23.7532610919,19.7972843156,0.0444980220785,0.0619277773738,standard,differential_evolution,qualifying,39.0430593796,81.5099354736,1.18,0.0169057960168,0.0169057960168,2360,66.1872906646,125,12584.2700284,3012.11571855,10613.3425205,15,0.4,True,,39.0430593796,False,2,qualifying,43
260,3,14.9999856993,22.360679775,0.0364046875932,0.0715193819819,standard,local,qualifying,39.0877781815,83.7748196165,1.18,0.0168292209598,0.0168292209598,2360,66.0175023481,150,12261.110559,2741.14842143,11327.338752,17,0.48,True,,39.0877781815,False,2,qualifying,43
261,3,22.4354817817,23.7407682135,0.0437257855298,0.0580792715534,standard,random,qualifying,39.1286623361,79.6285345554,1.18,0.0168405905921,0.0168405905921,2360,65.8635312343,125,12702.0996717,3225.30008979,10581.5061546,15,0.32,True,,39.1286623361,False,2,qualifying,43
262,3,19.1824841009,13.030636608,0.0251188409117,0.0779387041042,standard,random,qualifying,39.1307204862,86.6918722998,1.18,0.0156926842242,0.0156926842242,2360,64.9341540411,150,10925.8468714,2254.25675142,9908.79333157,16,0.48,True,,39.1307204862,True,2,qualifying,43
263,3,16.205283021,12.4150434103,0.0523929247586,0.0593980897562,standard,differential_evolution,qualifying,39.1481532435,88.373250086,1.18,0.0155317770067,0.0155317770067,2360,64.617475681,200,10588.9402049,2055.13113239,9915.82077479,16,0.48,True,,39.1481532435,True,2,qualifying,43
264,3,23.7532610919,21.9065695889,0.0418341327514,0.0808938469305,standard,differential_evolution,qualifying,39.2056154586,80.3201235817,1.18,0.0164543411933,0.0164543411933,2360,65.6786328671,125,12203.3622907,3130.47531843,10395.875614,16,0.32,True,,39.2056154586,False,2,qualifying,43
265,3,16.8263397693,21.4726121764,0.0490398448917,0.0743461167066,standard,random,qualifying,39.2063093768,83.9321579888,1.18,0.0162180887595,0.0162180887595,2360,65.7417345321,150,11595.954172,2714.7707373,10971.4650351,17,0.48,True,,39.2063093768,False,2,qualifying,43
266,3,15.9408557681,22.1301027711,0.041995528937,0.0795467298655,standard,random,qualifying,39.2100869848,83.7293122977,1.18,0.0164160374906,0.0164160374906,2360,65.735308751,150,11820.1208123,2735.41770226,11108.6701097,17,0.48,True,,39.2100869848,False,2,qualifying,43
267,3,21.25,25,0.0325,0.05125,standard,grid,qualifying,39.2175350018,79.335196346,1.18,0.0167675957282,0.0167675957282,2360,65.5927884038,125,12671.7385817,3254.8459567,10595.7678052,15,0.32,True,,39.2175350018,False,2,qualifying,43
268,3,20.4186441714,14.3894691416,0.0528080420775,0.0501103157359,standard,random,qualifying,39.2236827655,85.9679945994,1.18,0.0158056137172,0.0158056137172,2360,65.5086840125,150,10998.3356196,2396.34884098,10251.801978,17,0.48,True,,39.2236827655,False,2,qualifying,43
269,3,24.2557017352,23.0149412292,0.0281239191496,0.0776852412416,standard,differential_evolution,qualifying,39.2292392031,79.3666621377,1.18,0.0164370437636,0.0164370437636,2360,65.6906988295,125,12313.6326965,3254.97899376,10276.8817652,15,0.32,True,,39.2292392031,False,2,qualifying,43
270,3,16.2996686457,19.02062774,0.0536594373766,0.0801355751132,standard,random,qualifying,39.2684865478,85.4930191334,1.18,0.0154257457567,0.0154257457567,2360,65.3932278842,150,10656.0210735,2460.27654598,10460.8261367,17,0.48,True,,39.2684865478,True,2,qualifying,43
271,3,19.2907685085,12.3239218637,0.0507381024849,0.0490591440509,standard,differential_evolution,qualifying,39.2800965302,86.7984756442,1.18,0.0156729859151,0.0156729859151,2360,64.5567273721,150,10825.6517448,2210.94607858,9868.70868726,17,0.48,True,,39.2800965302,False,2,qualifying,43
272,3,21.25,25,0.0325,0.07375,standard,grid,qualifying,39.281426297,79.3507990739,1.18,0.0166862189393,0.0166862189393,2360,65.4575071817,125,12561.2356541,3243.5814109,10597.462195,16,0.32,True,,39.281426297,False,2,qualifying,43
273,3,17.9458715941,15.3951205888,0.0546170103715,0.044334518722,standard,differential_evolution,qualifying,39.2840053675,86.3949829945,1.18,0.0152872666489,0.0152872666489,2360,64.7887479514,150,10479.9824702,2290.44520989,9947.2205448,17,0.48,True,,39.2840053675,True,2,qualifying,43
274,3,10.7592964345,19.0194075866,0.0416624968648,0.0453626735945,standard,random,qualifying,39.2989291824,86.1734397769,1.18,0.0158904839758,0.0158904839758,2360,64.1507140361,175,11135.9153783,2254.01021079,10405.2387731,16,0.48,True,,39.2989291824,False,2,qualifying,43
275,3,13.0433815578,24.3805397989,0.0396338362186,0.0536215694525,standard,differential_evolution,qualifying,39.3651290317,82.8911975511,1.18,0.0166356228983,0.0166356228983,2360,65.3499425298,150,12124.5011872,2810.93714926,11313.2940794,17,0.48,True,,39.3651290317,False,2,qualifying,43
276,3,16.8418782819,24.0944484708,0.0294905312846,0.0406766583062,standard,differential_evolution,qualifying,39.3679997203,81.9722167981,1.18,0.0161966304182,0.0161966304182,2360,65.3271481074,125,11815.1226686,2928.23386949,10789.9031845,17,0.48,True,,39.3679997203,False,2,qualifying,43
