optimization_result_id,optimization_run_id,front_wing_deg,rear_wing_deg,front_height_m,rear_height_m,package,method,objective,lap_time_s,top_speed_mps,fuel_used_kg,tyre_wear_end,tyre_wear_delta,distance_m,high_speed_corner_mps,braking_distance_m,mean_downforce_n,mean_drag_n,max_tyre_load_n,solver_iterations,shift_loss_s,feasible,constraint_reasons,objective_value,pareto,circuit_id,objective_run,seed
376,4,16.2041641918,26.5857268109,0.0384491779873,0.0478235986357,standard,differential_evolution,qualifying,39.5827685237,79.9810312577,1.18,0.0164916447516,0.0164916447516,2360,64.7726982122,125,12236.1886094,3115.28896022,10873.9471656,18,0.4,True,,39.5827685237,False,2,qualifying,44
377,4,13.75,25,0.0475,0.05125,standard,grid,qualifying,39.6060007425,82.3291761077,1.18,0.0161286955495,0.0161286955495,2360,64.8014279678,150,11625.70808,2851.64923187,11038.6242295,17,0.48,True,,39.6060007425,False,2,qualifying,44
378,4,21.0937808242,27.7052933069,0.0414898279679,0.0572936351773,standard,differential_evolution,qualifying,39.6507787616,77.4380823367,1.18,0.0166555703669,0.0166555703669,2360,64.7559100738,125,12682.7871925,3449.01276543,10488.2175369,16,0.32,True,,39.6507787616,False,2,qualifying,44
379,4,12.1337763005,26.3566967061,0.0340578665151,0.0487725188263,standard,differential_evolution,qualifying,39.6634444897,81.6224875533,1.18,0.0163411489427,0.0163411489427,2360,64.6530190636,150,11932.6396805,2928.32622934,11158.6572923,17,0.48,True,,39.6634444897,False,2,qualifying,44
380,4,13.75,25,0.0475,0.07375,standard,grid,qualifying,39.670322755,82.3478919092,1.18,0.0160461809336,0.0160461809336,2360,64.674075372,150,11515.0340579,2841.42460201,11037.890357,16,0.48,True,,39.670322755,False,2,qualifying,44
381,4,12.7118984597,26.9079027825,0.0276172327994,0.0645792893079,standard,random,qualifying,39.6723774671,81.0244914779,1.18,0.0162779634089,0.0162779634089,2360,64.4728444458,125,11903.6221226,2986.65383442,11075.2350308,17,0.4,True,,39.6723774671,False,2,qualifying,44
382,4,12.4347568718,27.1458734711,0.0298913581321,0.0552082877035,standard,random,qualifying,39.6793823885,80.8793186581,1.18,0.0163366700456,0.0163366700456,2360,64.4531388097,125,11980.4198681,3002.64453092,11095.9885331,17,0.4,True,,39.6793823885,False,2,qualifying,44
383,4,16.7653806382,26.0465137127,0.0428225250534,0.0806426934444,standard,random,qualifying,39.685001383,80.4387742756,1.18,0.0161261774943,0.0161261774943,2360,64.527567008,125,11778.3223131,3055.60074769,10766.5580053,17,0.4,True,,39.685001383,False,2,qualifying,44
384,4,21.9609895008,28.0151037691,0.0407158845934,0.0488723210009,standard,random,qualifying,39.7369855309,76.9117296561,1.18,0.0164943528023,0.0164943528023,2360,64.5914840391,125,12568.0688239,3513.64118568,10326.3807428,16,0.32,True,,39.7369855309,False,2,qualifying,44
385,4,10.8701527581,27.7052933069,0.031461818945,0.0608447647664,standard,differential_evolution,qualifying,39.7956705787,80.7894917305,1.18,0.0163281106715,0.0163281106715,2360,64.1948413488,125,11952.9132558,2997.69090176,11193.7852286,17,0.4,True,,39.7956705787,False,2,qualifying,44
386,4,10.609710142,25.4908108351,0.0455146244445,0.0782303010775,standard,random,qualifying,40.0265112677,82.2228017362,1.18,0.0155948167774,0.0155948167774,2360,63.4162861109,150,11049.1111901,2725.51756853,10715.7371665,16,0.48,True,,40.0265112677,False,2,qualifying,44
387,4,24.0946271797,28.5349738551,0.0464671522583,0.0408757949862,standard,random,qualifying,40.0420489956,75.8169415477,1.18,0.0159007413353,0.0159007413353,2360,63.959664323,125,12021.6239088,3634.2265555,9897.7152437,16,0.32,True,,40.0420489956,False,2,qualifying,44
388,4,12.353033509,26.4421680761,0.0512205325624,0.0837852119863,standard,differential_evolution,qualifying,40.2822668254,81.1568697367,1.18,0.0149220447921,0.0149220447921,2360,62.4705580063,150,10419.5368497,2805.43485141,10172.8508236,16,0.4,True,,40.2822668254,True,2,qualifying,44
389,4,15.2845300129,29.2775689834,0.0514981718026,0.0439630167152,standard,differential_evolution,qualifying,40.3232038389,78.476402676,1.18,0.0153535622322,0.0153535622322,2360,63.0993504001,125,11103.8800983,3222.73239862,10394.824068,17,0.4,True,,40.3232038389,False,2,qualifying,44
390,4,13.0876860579,29.5589624341,0.051825936822,0.0654756782366,standard,random,qualifying,40.3615755291,78.9341495843,1.18,0.0154634026965,0.0154634026965,2360,62.9923631884,125,11155.0519459,3164.04755669,10619.8183771,17,0.4,True,,40.3615755291,False,2,qualifying,44
391,4,20.1577864825,11.0450182115,0.0460339464085,0.0646147350344,standard,random,qualifying,39.0156898965,87.2396954625,1.18,0.0163982883009,0.0163982883009,2360,65.9302138947,150,11485.0318183,2254.52591406,10471.9584307,17,0.48,False,balance,39.0156898965,False,2,qualifying,44
392,4,23.9660798937,13.3876849917,0.042842007673,0.0701670376147,standard,differential_evolution,qualifying,39.1006307811,84.6529186642,1.18,0.0167997926175,0.0167997926175,2360,66.0927884531,150,12095.2953321,2628.95598001,10672.7555644,17,0.48,False,balance,39.1006307811,False,2,qualifying,44
393,4,10.7826645144,10.1309951305,0.0483559307823,0.0511303901943,standard,differential_evolution,qualifying,39.1492410099,90.5393110357,1.18,0.0152026711209,0.0152026711209,2360,63.5987089388,225,10165.2990631,1735.53223647,9459.46254739,16,0.56,False,braking_limit,39.1492410099,False,2,qualifying,44
394,4,24.4268919847,14.5957460108,0.0273342917264,0.077480071678,standard,random,qualifying,39.2099110252,84.1506256537,1.18,0.0163175959266,0.0163175959266,2360,65.7802431014,150,11704.4399119,2693.61486514,10403.0120673,17,0.48,False,balance,39.2099110252,False,2,qualifying,44
395,4,24.9307852932,14.6742752621,0.0477527859019,0.061455431921,standard,random,qualifying,39.2788419464,83.631915136,1.18,0.0165750785308,0.0165750785308,2360,65.6804994157,150,11966.6387647,2734.51260448,10484.4857714,17,0.48,False,balance,39.2788419464,False,2,qualifying,44
396,4,10.882939618,14.1718593014,0.0490767971894,0.0437734269814,standard,differential_evolution,qualifying,39.3785925564,88.6131473155,1.18,0.0150057406403,0.0150057406403,2360,62.6611311361,225,10089.212883,1896.96910107,9354.27856979,16,0.48,False,braking_limit,39.3785925564,False,2,qualifying,44
397,4,19.1922036255,12.0115479758,0.0537456182328,0.080267556445,standard,differential_evolution,qualifying,39.8657849552,86.5791212689,1.18,0.0147074430589,0.0147074430589,2360,62.0020498894,200,9855.09234929,2097.45895171,8881.45699578,17,0.48,False,balance,39.8657849552,False,2,qualifying,44
398,4,11.5054940484,29.6917987172,0.0297896966221,0.0623188619983,standard,differential_evolution,qualifying,40.1141420731,79.0114921179,1.18,0.0161362920521,0.0161362920521,2360,63.534023543,125,11906.322302,3181.64494534,10960.5461957,17,0.4,False,balance_shift,40.1141420731,False,2,qualifying,44
399,5,14.9318443627,13.8567668782,0.0412619701824,0.0639317681494,standard,local,qualifying,38.253563209,89.5452607414,1.18,0.0171020528005,0.0171020528005,2360,68.1411792549,175,12059.4292481,2212.62110616,11557.7893112,16,0.48,True,,38.253563209,True,2,qualifying,45
400,5,14.9318443627,13.8371070175,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2539794182,89.5542992997,1.18,0.0171008935448,0.0171008935448,2360,68.1408213796,175,12057.3221294,2211.42686366,11556.0615602,16,0.48,True,,38.2539794182,True,2,qualifying,45
401,5,14.9318443627,13.8054270166,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2546525821,89.5688443352,1.18,0.0170990219748,0.0170990219748,2360,68.1402396628,175,12053.9248626,2209.50571084,11553.2780957,16,0.48,True,,38.2546525821,True,2,qualifying,45
402,5,14.9318443627,13.9320630269,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2555605192,89.5109769077,1.18,0.0171049015602,0.0171049015602,2360,68.129308943,175,12065.3855156,2216.82118831,11564.7046044,16,0.48,True,,38.2555605192,False,2,qualifying,45
403,5,14.9318443627,14.0465456576,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2595090548,89.4586822546,1.18,0.0171088043791,0.0171088043791,2360,68.1082364757,175,12073.8938826,2223.15192338,11575.2996987,16,0.48,True,,38.2595090548,False,2,qualifying,45
404,5,14.9318443627,13.5447103965,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2604314367,89.6867564404,1.18,0.0170853872064,0.0170853872064,2360,68.1350803567,175,12025.7752811,2193.82926579,11540.5237636,16,0.48,True,,38.2604314367,True,2,qualifying,45
405,5,14.9318443627,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2664321269,89.8027969076,1.18,0.0170715555684,0.0170715555684,2360,68.1294732585,175,11997.4849576,2178.43764388,11528.0803131,16,0.48,True,,38.2664321269,True,2,qualifying,45
406,5,14.9285110291,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2664952217,89.8024136822,1.18,0.0170712235403,0.0170712235403,2360,68.1297342697,175,11997.0816735,2178.26019926,11527.6433514,16,0.48,True,,38.2664952217,True,2,qualifying,45
407,5,14.9353102248,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.266526086,89.8020232423,1.18,0.0170717338574,0.0170717338574,2360,68.1290278981,175,11997.7652075,2178.59753788,11528.1207252,16,0.48,True,,38.266526086,False,2,qualifying,45
408,5,14.9251776955,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2665626044,89.8020552422,1.18,0.0170708317982,0.0170708317982,2360,68.1298817248,175,11996.6748208,2178.08212088,11526.9726115,16,0.48,True,,38.2665626044,True,2,qualifying,45
409,5,14.9409181074,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2667868727,89.7999714246,1.18,0.0170719084633,0.0170719084633,2360,68.1281885783,175,11998.1238458,2178.83952899,11527.9038104,16,0.48,True,,38.2667868727,False,2,qualifying,45
410,5,14.9134822654,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2668240037,89.800947066,1.18,0.0170691130588,0.0170691130588,2360,68.1297295227,175,11995.2264356,2177.45367844,11523.2400891,16,0.48,True,,38.2668240037,True,2,qualifying,45
411,5,14.9086090547,13.2842396034,0.0412619701824,0.0639317681494,standard,differential_evolution,qualifying,38.2669329984,89.8004851959,1.18,0.017068396955,0.017068396955,2360,68.1296659612,175,11994.6229221,2177.19195937,11521.6854892,16,0.48,True,,38.2669329984,True,2,qualifying,45
412,5,14.8402376983,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2684661449,89.7939921961,1.18,0.0170583542295,0.0170583542295,2360,68.1287684754,175,11986.1555577,2173.52864819,11510.2171985,16,0.48,True,,38.2684661449,True,2,qualifying,45
413,5,15.1033573347,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2743793984,89.7402771189,1.18,0.0170769010227,0.0170769010227,2360,68.1037666582,175,12008.4756958,2185.88541095,11521.5994554,16,0.48,True,,38.2743793984,False,2,qualifying,45
414,5,14.4062044822,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2801870933,89.7504532953,1.18,0.0169989857363,0.0169989857363,2360,68.098660121,175,11930.6569544,2150.33217863,11444.6574245,16,0.48,True,,38.2801870933,True,2,qualifying,45
415,5,14.9318443627,14.72135955,0.0412619701824,0.0639317681494,standard,local,qualifying,38.2846744246,89.1448097749,1.18,0.0171283598321,0.0171283598321,2360,67.9734447381,175,12122.4763104,2261.28884322,11621.5470247,16,0.48,True,,38.2846744246,False,2,qualifying,45
416,5,15.3661895257,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.286820773,89.6426233964,1.18,0.0170847140086,0.0170847140086,2360,68.063803373,175,12025.0763805,2197.43432265,11511.314002,16,0.48,True,,38.286820773,False,2,qualifying,45
417,5,13.5001082871,13.6343121976,0.0374890395746,0.0631738378958,standard,random,qualifying,38.2970349847,89.5758096664,1.18,0.0169773390598,0.0169773390598,2360,67.858905224,175,11948.2524982,2127.66626841,11374.8446952,16,0.48,True,,38.2970349847,True,2,qualifying,45
418,5,14.9318443627,12.917960675,0.0412619701824,0.0639317681494,standard,local,qualifying,38.3014028992,89.7920073304,1.18,0.0170123055343,0.0170123055343,2360,68.0520674419,175,11934.6100289,2153.21946364,11434.1749993,16,0.48,True,,38.3014028992,False,2,qualifying,45
419,5,15.7294901688,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.3044524881,89.5046394275,1.18,0.0170969141533,0.0170969141533,2360,68.0075334575,175,12047.6177968,2213.68026611,11506.8524723,16,0.48,True,,38.3044524881,False,2,qualifying,45
420,5,17.0670334257,12.5439138719,0.0360743735436,0.0598906525628,standard,differential_evolution,qualifying,38.3514857002,88.9455428315,1.18,0.0171332550809,0.0171332550809,2360,67.8777175849,175,12145.2865808,2238.49401478,11292.8601228,17,0.48,True,,38.3514857002,False,2,qualifying,45
421,5,13.5410196625,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.3579433433,89.6747988764,1.18,0.0168388078793,0.0168388078793,2360,67.7102529537,175,11787.2363577,2100.16224024,11286.1326516,16,0.48,True,,38.3579433433,True,2,qualifying,45
422,5,16.1844448141,14.6734841662,0.0432430099125,0.0647280620322,standard,differential_evolution,qualifying,38.3693861299,88.6183510599,1.18,0.0170493077949,0.0170493077949,2360,67.813846988,150,12078.5976884,2307.59444013,11486.7319947,16,0.48,True,,38.3693861299,False,2,qualifying,45
423,5,15.852585772,14.3379384355,0.0303553413411,0.0772693269611,standard,differential_evolution,qualifying,38.4793860227,88.6632182622,1.18,0.0165714830558,0.0165714830558,2360,67.55608919,175,11612.1008699,2244.85841967,11121.0067079,16,0.48,True,,38.4793860227,True,2,qualifying,45
424,5,13.0801689403,11.3134207893,0.0416623710081,0.0598906525628,standard,differential_evolution,qualifying,38.4991080829,90.6575883444,1.18,0.016564544793,0.016564544793,2360,67.241015891,200,11489.4399081,1966.48571559,10982.2028377,16,0.56,True,,38.4991080829,True,2,qualifying,45
425,5,15.1653434538,10.6869309086,0.0368777685846,0.0554084283569,standard,differential_evolution,qualifying,38.5113646392,89.8817700679,1.18,0.0166029045532,0.0166029045532,2360,66.8204922788,200,11598.9593944,2019.15875711,10763.7749809,16,0.48,True,,38.5113646392,False,2,qualifying,45
426,5,15.1653434538,10.6869309086,0.03480054023,0.0554084283569,standard,differential_evolution,qualifying,38.5157448237,89.8422023241,1.18,0.0165633550146,0.0165633550146,2360,66.7287710309,200,11578.0263817,2017.46844518,10703.8181341,16,0.48,True,,38.5157448237,True,2,qualifying,45
427,5,13.75,15,0.0325,0.05125,standard,grid,qualifying,38.5216347872,88.5699827417,1.18,0.0167041989918,0.0167041989918,2360,67.2928778908,175,11815.8786533,2199.02514936,11110.9493232,16,0.56,True,,38.5216347872,False,2,qualifying,45
428,5,14.9318443627,17.639320225,0.0412619701824,0.0639317681494,standard,local,qualifying,38.5392341489,87.2414311414,1.18,0.0170761061275,0.0170761061275,2360,67.2989917286,150,12230.323983,2427.77205621,11566.4258264,17,0.48,True,,38.5392341489,False,2,qualifying,45
429,5,19.2705098312,13.2842396034,0.0412619701824,0.0639317681494,standard,local,qualifying,38.5571171459,87.6902145024,1.18,0.0171029516861,0.0171029516861,2360,67.3420667565,150,12196.2298291,2379.7390094,11236.8000518,17,0.48,True,,38.5571171459,False,2,qualifying,45
430,5,16.224237487,17.8079173506,0.0457484195009,0.0599984653472,standard,differential_evolution,qualifying,38.5803406265,86.6276884529,1.18,0.0168611570495,0.0168611570495,2360,67.1060901103,150,12056.0557438,2482.64506334,11355.0010018,17,0.44,True,,38.5803406265,False,2,qualifying,45
431,5,13.75,15,0.0325,0.07375,standard,grid,qualifying,38.5842739979,88.6593944477,1.18,0.0166360989175,0.0166360989175,2360,67.2325274657,175,11701.6962485,2191.18538516,11152.4827149,16,0.56,True,,38.5842739979,False,2,qualifying,45
432,5,20.5031018215,18.3975087237,0.0360811526719,0.0469266310667,standard,random,qualifying,38.6195114961,84.0852948908,1.18,0.0169629417834,0.0169629417834,2360,67.0274399576,150,12449.0324842,2755.35775142,10922.4704961,18,0.4,True,,38.6195114961,False,2,qualifying,45
433,5,13.7540045894,10.5977038667,0.0364697747279,0.0714671502393,standard,differential_evolution,qualifying,38.6567076018,90.3926987431,1.18,0.0163506001943,0.0163506001943,2360,66.458191555,200,11315.6236696,1942.1503165,10657.7399258,16,0.56,True,,38.6567076018,True,2,qualifying,45
434,5,21.25,15,0.0325,0.05125,standard,grid,qualifying,38.6694298299,85.8428456715,1.18,0.0169701789962,0.0169701789962,2360,67.0210081941,150,12286.7731965,2575.13150185,10930.8998856,17,0.48,True,,38.6694298299,False,2,qualifying,45
435,5,20.0562223715,13.2842396034,0.0333259954165,0.0742342191737,standard,differential_evolution,qualifying,38.6740801565,87.285361581,1.18,0.0168449804856,0.0168449804856,2360,67.0656564321,150,11980.0245135,2406.9155493,11037.3875136,17,0.48,True,,38.6740801565,False,2,qualifying,45
436,5,15.5998946729,10.7088486579,0.0398623623956,0.0491138483647,standard,random,qualifying,38.7022746606,89.4537364057,1.18,0.0162918988174,0.0162918988174,2360,65.9906786866,200,11320.8645111,2012.67610876,10407.2509403,17,0.48,True,,38.7022746606,True,2,qualifying,45
437,5,17.5,20,0.04,0.06,standard,baseline,qualifying,38.7032666645,84.2408247101,1.18,0.017154171629,0.017154171629,2360,66.8654181253,150,12581.0391855,2715.03521151,11273.7004578,17,0.44,True,,38.7032666645,False,2,qualifying,45
438,5,13.7682796261,16.2764558416,0.0303553413411,0.0772693269611,standard,differential_evolution,qualifying,38.7132197941,87.8056682172,1.18,0.016342659072,0.016342659072,2360,66.5828217171,175,11463.0105821,2240.11321073,10961.3945466,16,0.48,True,,38.7132197941,False,2,qualifying,45
439,5,13.75,15,0.0475,0.05125,standard,grid,qualifying,38.7437377093,88.2882297409,1.18,0.016137600894,0.016137600894,2360,66.2242852524,175,11216.7356797,2148.22260879,10730.3635393,16,0.48,True,,38.7437377093,True,2,qualifying,45
440,5,13.7540045894,14.3845427077,0.0482306165047,0.0520647456445,standard,differential_evolution,qualifying,38.7470139688,88.8205817714,1.18,0.0160320873836,0.0160320873836,2360,66.1190293916,175,11092.0440868,2103.27555956,10627.4471271,17,0.48,True,,38.7470139688,True,2,qualifying,45
441,5,18.0634413658,11.8410099622,0.0269659787517,0.0599984653472,standard,differential_evolution,qualifying,38.7565134146,87.8451784152,1.18,0.0163141506216,0.0163141506216,2360,66.1293217726,175,11478.9421005,2190.14229025,10385.5868306,17,0.48,True,,38.7565134146,False,2,qualifying,45
442,5,17.1196021764,11.1772300877,0.0279174616967,0.0658110305193,standard,differential_evolution,qualifying,38.760228084,88.6699458364,1.18,0.0162482796715,0.0162482796715,2360,65.9213879704,175,11355.8128882,2101.83699787,10332.3618751,16,0.48,True,,38.760228084,True,2,qualifying,45
443,5,21.25,15,0.0325,0.07375,standard,grid,qualifying,38.7693271172,85.7042624348,1.18,0.0168817830628,0.0168817830628,2360,66.824188691,150,12161.7669142,2567.4231249,10931.2634468,17,0.48,True,,38.7693271172,False,2,qualifying,45
444,5,12.722892535,14.0339263671,0.0465151612709,0.0522599895023,standard,differential_evolution,qualifying,38.7694934085,89.100221027,1.18,0.0160313775572,0.0160313775572,2360,65.7237354666,175,11079.9521196,2039.80577112,10521.9644632,16,0.48,True,,38.7694934085,True,2,qualifying,45
445,5,13.7033984627,18.9532288495,0.0396581674765,0.0477317693112,standard,random,qualifying,38.7892650336,86.465894468,1.18,0.0166649304511,0.0166649304511,2360,66.6764603122,150,11880.4631136,2432.65145686,11261.7703455,17,0.48,True,,38.7892650336,False,2,qualifying,45
446,5,18.866629367,15.8413349989,0.0478449099735,0.0432718500106,standard,differential_evolution,qualifying,38.8091224449,86.7141403651,1.18,0.016293602405,0.016293602405,2360,66.730937584,150,11470.0055667,2453.7256119,10859.1354131,17,0.48,True,,38.8091224449,False,2,qualifying,45
447,5,20.7187845373,19.0311201025,0.0423474066246,0.0474534130593,standard,differential_evolution,qualifying,38.8122396271,83.7248702953,1.18,0.0168309373952,0.0168309373952,2360,66.783164534,150,12330.688092,2790.89823447,10859.076911,18,0.48,True,,38.8122396271,False,2,qualifying,45
448,5,13.75,15,0.0475,0.07375,standard,grid,qualifying,38.816246331,88.3076926585,1.18,0.0160247425779,0.0160247425779,2360,66.0751849972,175,11076.9003665,2138.00494723,10716.3596503,16,0.48,True,,38.816246331,True,2,qualifying,45
449,5,10.5177594767,12.5620574296,0.0426644632445,0.0609154350005,standard,differential_evolution,qualifying,38.8604459139,90.0539068172,1.18,0.0160735251341,0.0160735251341,2360,65.1459496655,225,11071.26244,1887.97739672,10374.7790483,16,0.56,True,,38.8604459139,True,2,qualifying,45
450,5,18.5636785237,18.3742827568,0.0520921693597,0.051946734296,standard,differential_evolution,qualifying,38.9105410978,85.0242347787,1.18,0.0162432679273,0.0162432679273,2360,66.5257449352,150,11531.1918217,2606.40229643,10852.1675821,17,0.48,True,,38.9105410978,False,2,qualifying,45
451,5,21.25,15,0.0475,0.05125,standard,grid,qualifying,38.9140249852,85.7860284704,1.18,0.0165944887923,0.0165944887923,2360,66.4829023393,150,11824.1012505,2542.89490349,10819.1081304,17,0.48,True,,38.9140249852,False,2,qualifying,45
452,5,21.2609395693,22.2430999385,0.0409074111586,0.046355890733,standard,random,qualifying,38.9234596104,81.2926816906,1.18,0.0167481651836,0.0167481651836,2360,66.1595790552,125,12466.1663955,3043.88666794,10682.4464578,16,0.32,True,,38.9234596104,False,2,qualifying,45
453,5,11.983703792,16.3905761197,0.0452982886853,0.0520647456445,standard,differential_evolution,qualifying,38.9456277996,87.9843496944,1.18,0.0160969246858,0.0160969246858,2360,65.3287314065,175,11216.3769033,2143.79372497,10628.5324013,17,0.48,True,,38.9456277996,False,2,qualifying,45
454,5,18.866629367,11.7026134591,0.0478449099735,0.0647280620322,standard,differential_evolution,qualifying,38.9859003203,87.6222020022,1.18,0.0162438230349,0.0162438230349,2360,65.892969939,175,11309.3051776,2205.51258981,10468.1180548,17,0.48,True,,38.9859003203,False,2,qualifying,45
455,5,21.25,15,0.0475,0.07375,standard,grid,qualifying,38.9997843889,85.8177948319,1.18,0.016476157672,0.016476157672,2360,66.3035237051,150,11673.1935965,2530.11860679,10805.7159398,17,0.48,True,,38.9997843889,False,2,qualifying,45
456,5,14.4202597895,15.1100212087,0.0492651368278,0.0402173769046,standard,differential_evolution,qualifying,39.0446064241,87.9468135485,1.18,0.0154162265231,0.0154162265231,2360,64.8770025186,200,10550.3036329,2125.25277744,10022.5652235,16,0.48,True,,39.0446064241,True,2,qualifying,45
457,5,20.1523634586,12.2822011139,0.0490990265432,0.0625533097847,standard,random,qualifying,39.0561932515,86.9254010029,1.18,0.0162500073102,0.0162500073102,2360,65.9409289077,150,11354.9612019,2302.01906955,10468.4320257,17,0.48,True,,39.0561932515,False,2,qualifying,45
458,5,14.9318443627,22.360679775,0.0412619701824,0.0639317681494,standard,local,qualifying,39.0855169702,83.7770584462,1.18,0.0168710498586,0.0168710498586,2360,66.0258106572,150,12298.7010309,2739.80314222,11346.8533751,17,0.48,True,,39.0855169702,False,2,qualifying,45
459,5,18.5969598542,20.5698229034,0.0479095071941,0.0765261745154,standard,random,qualifying,39.0894272712,83.6069869006,1.18,0.0163423998613,0.0163423998613,2360,66.0472998604,150,11763.7419137,2753.687242,10872.8870552,17,0.48,True,,39.0894272712,False,2,qualifying,45
460,5,16.1309242475,22.456398015,0.0338994064995,0.0434281228519,standard,random,qualifying,39.0993852171,83.3976900223,1.18,0.0165390121986,0.0165390121986,2360,65.9451829348,150,12040.996802,2789.23769517,11054.9257017,17,0.48,True,,39.0993852171,False,2,qualifying,45
461,5,24.4786319932,19.0311201025,0.0423474066246,0.0474534130593,standard,differential_evolution,qualifying,39.1007456002,81.6245571598,1.18,0.016745315575,0.016745315575,2360,65.9784982559,125,12412.842634,2993.18575214,10482.1792978,17,0.4,True,,39.1007456002,False,2,qualifying,45
462,5,12.4966560222,16.5894424977,0.0507790246856,0.0608226425639,standard,differential_evolution,qualifying,39.1538297611,87.6213929186,1.18,0.0156710190981,0.0156710190981,2360,64.5958073623,200,10796.0862878,2141.56276288,10289.6667265,17,0.48,True,,39.1538297611,False,2,qualifying,45
463,5,10.9271982939,17.984978147,0.0255277136912,0.0570846459583,standard,differential_evolution,qualifying,39.1809731704,86.9851846787,1.18,0.0158003876813,0.0158003876813,2360,64.1685020924,200,11050.0113633,2185.57397737,10242.2904032,16,0.48,True,,39.1809731704,False,2,qualifying,45
464,5,21.25,25,0.0325,0.05125,standard,grid,qualifying,39.2175350018,79.335196346,1.18,0.0167675957282,0.0167675957282,2360,65.5927884038,125,12671.7385817,3254.8459567,10595.7678052,15,0.32,True,,39.2175350018,False,2,qualifying,45
465,5,20.8624523277,20.5803681628,0.0539219776558,0.0610939393209,standard,random,qualifying,39.2244238918,82.72741844,1.18,0.016071508223,0.016071508223,2360,65.8332701504,150,11575.8140194,2853.76925009,10541.5676206,17,0.48,True,,39.2244238918,False,2,qualifying,45
466,5,23.0521356039,24.859004047,0.0377853876767,0.0656225537189,standard,differential_evolution,qualifying,39.2250940386,78.5263629309,1.18,0.0169708044014,0.0169708044014,2360,65.7764994779,125,12950.3085248,3359.29378082,10532.053868,15,0.32,True,,39.2250940386,False,2,qualifying,45
467,5,22.0182610508,23.6739329692,0.0485992405665,0.0524304234039,standard,differential_evolution,qualifying,39.2469236597,80.0175289558,1.18,0.0163959129824,0.0163959129824,2360,65.4695787945,125,12181.6971133,3162.66663681,10457.3247335,16,0.32,True,,39.2469236597,False,2,qualifying,45
468,5,13.1257923949,22.6629609077,0.0250016257744,0.0578766211182,standard,random,qualifying,39.2790101697,83.9522821847,1.18,0.0161782312892,0.0161782312892,2360,65.3982947013,150,11608.4649758,2648.73684194,10939.2722899,16,0.48,True,,39.2790101697,False,2,qualifying,45
469,5,20.3993270236,25.460361401,0.0297860519513,0.0539205795137,standard,random,qualifying,39.2803735527,79.405132609,1.18,0.0166774077389,0.0166774077389,2360,65.3990631061,125,12564.321713,3237.96342064,10623.9203523,16,0.32,True,,39.2803735527,False,2,qualifying,45
470,5,21.25,25,0.0325,0.07375,standard,grid,qualifying,39.281426297,79.3507990739,1.18,0.0166862189393,0.0166862189393,2360,65.4575071817,125,12561.2356541,3243.5814109,10597.462195,16,0.32,True,,39.281426297,False,2,qualifying,45
471,5,18.9355670219,25.6962682178,0.0317255141548,0.0647280620322,standard,differential_evolution,qualifying,39.2957564025,79.7966355228,1.18,0.0167773127586,0.0167773127586,2360,65.335507715,125,12607.2884806,3181.98424894,10805.6763217,18,0.32,True,,39.2957564025,False,2,qualifying,45
472,5,22.3901993998,24.1127886554,0.0405059146533,0.0810369696105,standard,random,qualifying,39.3102675273,79.5264778348,1.18,0.0164195204745,0.0164195204745,2360,65.3842578856,125,12248.2514407,3217.99536824,10439.0520379,16,0.32,True,,39.3102675273,False,2,qualifying,45
473,5,13.7413015795,21.7450866217,0.0506212944415,0.0632032105783,standard,differential_evolution,qualifying,39.3310240689,84.5646303665,1.18,0.0160573712004,0.0160573712004,2360,65.416665006,150,11345.7959757,2583.10468416,10983.7081505,16,0.48,True,,39.3310240689,False,2,qualifying,45
474,5,24.1056063671,21.5242383177,0.0478449099735,0.0432718500106,standard,differential_evolution,qualifying,39.348685641,80.457067639,1.18,0.0162242932874,0.0162242932874,2360,65.4429615033,125,11949.5311404,3106.13360126,10255.893008,16,0.4,True,,39.348685641,False,2,qualifying,45
475,5,20.6459059014,24.0375185491,0.0406865984954,0.0832178360688,standard,random,qualifying,39.3607131389,80.4422627635,1.18,0.0162767061113,0.0162767061113,2360,65.2458221856,125,11993.5251822,3099.73428255,10555.9722833,18,0.36,True,,39.3607131389,False,2,qualifying,45
